State,Class,System,International Roughness Index,Value
Illinois,Urban (miles),Other freeways and expressways,95-119,17.38
Idaho,Urban (miles),Other freeways and expressways,95-119,1.69
Hawaii,Urban (miles),Other freeways and expressways,95-119,5.999
Georgia,Urban (miles),Other freeways and expressways,95-119,18.225
Florida,Urban (miles),Other freeways and expressways,95-119,50.668
District of Columbia,Urban (miles),Other freeways and expressways,95-119,2.4
Delaware,Urban (miles),Other freeways and expressways,95-119,11.01
Connecticut,Urban (miles),Other freeways and expressways,95-119,29.25
Colorado,Urban (miles),Other freeways and expressways,95-119,54.773
California,Urban (miles),Other freeways and expressways,95-119,264.711
Arkansas,Urban (miles),Other freeways and expressways,95-119,19.313
Arizona,Urban (miles),Other freeways and expressways,95-119,23.911
Alaska,Urban (miles),Other freeways and expressways,95-119,0
Alabama,Urban (miles),Other freeways and expressways,95-119,4.734
United States,Urban (miles),Other freeways and expressways,95-119,1784.849
Wyoming,Urban (miles),Other freeways and expressways,60-94,0.2
Wisconsin,Urban (miles),Other freeways and expressways,60-94,103.43
West Virginia,Urban (miles),Other freeways and expressways,60-94,3.1
Washington,Urban (miles),Other freeways and expressways,60-94,184.86
Virginia,Urban (miles),Other freeways and expressways,60-94,175.412
Vermont,Urban (miles),Other freeways and expressways,60-94,9.226
Utah,Urban (miles),Other freeways and expressways,60-94,18.316
Texas,Urban (miles),Other freeways and expressways,60-94,547.112
Tennessee,Urban (miles),Other freeways and expressways,60-94,52.065
South Dakota,Urban (miles),Other freeways and expressways,60-94,5.284
South Carolina,Urban (miles),Other freeways and expressways,60-94,34.998
Rhode Island,Urban (miles),Other freeways and expressways,60-94,17.922
Pennsylvania,Urban (miles),Other freeways and expressways,60-94,217.386
Oregon,Urban (miles),Other freeways and expressways,60-94,23.82
Oklahoma,Urban (miles),Other freeways and expressways,60-94,73.5
Ohio,Urban (miles),Other freeways and expressways,60-94,231.613
North Dakota,Urban (miles),Other freeways and expressways,60-94,0
North Carolina,Urban (miles),Other freeways and expressways,60-94,166.113
New York,Urban (miles),Other freeways and expressways,60-94,237.99
New Mexico,Urban (miles),Other freeways and expressways,60-94,3.123
New Jersey,Urban (miles),Other freeways and expressways,60-94,181.3
New Hampshire,Urban (miles),Other freeways and expressways,60-94,12.1
Nevada,Urban (miles),Other freeways and expressways,60-94,11.29
Nebraska,Urban (miles),Other freeways and expressways,60-94,49.52
Montana,Urban (miles),Other freeways and expressways,60-94,0
Missouri,Urban (miles),Other freeways and expressways,60-94,173.598
Mississippi,Urban (miles),Other freeways and expressways,60-94,30.46
Minnesota,Urban (miles),Other freeways and expressways,60-94,93.063
Michigan,Urban (miles),Other freeways and expressways,60-94,167.219
Massachusetts,Urban (miles),Other freeways and expressways,60-94,102.335
Maryland,Urban (miles),Other freeways and expressways,60-94,128.022
Maine,Urban (miles),Other freeways and expressways,60-94,5.34
Louisiana,Urban (miles),Other freeways and expressways,60-94,12.347
Kentucky,Urban (miles),Other freeways and expressways,60-94,16.922
Kansas,Urban (miles),Other freeways and expressways,60-94,73.319
Iowa,Urban (miles),Other freeways and expressways,60-94,0
Indiana,Urban (miles),Other freeways and expressways,60-94,46.148
Illinois,Urban (miles),Other freeways and expressways,60-94,35.9
Idaho,Urban (miles),Other freeways and expressways,60-94,8.23
Hawaii,Urban (miles),Other freeways and expressways,60-94,5.1
Georgia,Urban (miles),Other freeways and expressways,60-94,44.603
Florida,Urban (miles),Other freeways and expressways,60-94,235.759
District of Columbia,Urban (miles),Other freeways and expressways,60-94,1.221
Delaware,Urban (miles),Other freeways and expressways,60-94,19.27
Connecticut,Urban (miles),Other freeways and expressways,60-94,109.99
Colorado,Urban (miles),Other freeways and expressways,60-94,137.763
California,Urban (miles),Other freeways and expressways,60-94,529.432
Arkansas,Urban (miles),Other freeways and expressways,60-94,38.155
Arizona,Urban (miles),Other freeways and expressways,60-94,78.089
Alaska,Urban (miles),Other freeways and expressways,60-94,0
Alabama,Urban (miles),Other freeways and expressways,60-94,11.205
United States,Urban (miles),Other freeways and expressways,60-94,4470.952
Wyoming,Urban (miles),Other freeways and expressways,Less than 60,2.135
Wisconsin,Urban (miles),Other freeways and expressways,Less than 60,41.78
West Virginia,Urban (miles),Other freeways and expressways,Less than 60,0.3
Washington,Urban (miles),Other freeways and expressways,Less than 60,119.47
Virginia,Urban (miles),Other freeways and expressways,Less than 60,85.351
Vermont,Urban (miles),Other freeways and expressways,Less than 60,2.209
Utah,Urban (miles),Other freeways and expressways,Less than 60,19.6
Texas,Urban (miles),Other freeways and expressways,Less than 60,221.765
Tennessee,Urban (miles),Other freeways and expressways,Less than 60,73.893
South Dakota,Urban (miles),Other freeways and expressways,Less than 60,0.316
South Carolina,Urban (miles),Other freeways and expressways,Less than 60,18.741
Rhode Island,Urban (miles),Other freeways and expressways,Less than 60,20.781
Pennsylvania,Urban (miles),Other freeways and expressways,Less than 60,102.374
Oregon,Urban (miles),Other freeways and expressways,Less than 60,16.97
Oklahoma,Urban (miles),Other freeways and expressways,Less than 60,35.222
Ohio,Urban (miles),Other freeways and expressways,Less than 60,170.307
North Dakota,Urban (miles),Other freeways and expressways,Less than 60,0
North Carolina,Urban (miles),Other freeways and expressways,Less than 60,179.118
New York,Urban (miles),Other freeways and expressways,Less than 60,51.83
New Mexico,Urban (miles),Other freeways and expressways,Less than 60,0.795
New Jersey,Urban (miles),Other freeways and expressways,Less than 60,146.08
New Hampshire,Urban (miles),Other freeways and expressways,Less than 60,57.613
Nevada,Urban (miles),Other freeways and expressways,Less than 60,21.854
Nebraska,Urban (miles),Other freeways and expressways,Less than 60,15.22
Montana,Urban (miles),Other freeways and expressways,Less than 60,0
Missouri,Urban (miles),Other freeways and expressways,Less than 60,186.755
Mississippi,Urban (miles),Other freeways and expressways,Less than 60,11.9
Minnesota,Urban (miles),Other freeways and expressways,Less than 60,57.207
Michigan,Urban (miles),Other freeways and expressways,Less than 60,74.941
Massachusetts,Urban (miles),Other freeways and expressways,Less than 60,155.443
Maryland,Urban (miles),Other freeways and expressways,Less than 60,99.186
Maine,Urban (miles),Other freeways and expressways,Less than 60,2.4
Louisiana,Urban (miles),Other freeways and expressways,Less than 60,6.768
Kentucky,Urban (miles),Other freeways and expressways,Less than 60,23.245
Kansas,Urban (miles),Other freeways and expressways,Less than 60,69.245
Iowa,Urban (miles),Other freeways and expressways,Less than 60,0
Indiana,Urban (miles),Other freeways and expressways,Less than 60,36.864
Illinois,Urban (miles),Other freeways and expressways,Less than 60,21.45
Idaho,Urban (miles),Other freeways and expressways,Less than 60,10.798
Hawaii,Urban (miles),Other freeways and expressways,Less than 60,0.6
Georgia,Urban (miles),Other freeways and expressways,Less than 60,76.998
Florida,Urban (miles),Other freeways and expressways,Less than 60,249.926
District of Columbia,Urban (miles),Other freeways and expressways,Less than 60,0
Delaware,Urban (miles),Other freeways and expressways,Less than 60,3.08
Connecticut,Urban (miles),Other freeways and expressways,Less than 60,77.56
Colorado,Urban (miles),Other freeways and expressways,Less than 60,64.395
California,Urban (miles),Other freeways and expressways,Less than 60,276.312
Arkansas,Urban (miles),Other freeways and expressways,Less than 60,10.619
Arizona,Urban (miles),Other freeways and expressways,Less than 60,113.213
Alaska,Urban (miles),Other freeways and expressways,Less than 60,0
Alabama,Urban (miles),Other freeways and expressways,Less than 60,11.808
United States,Urban (miles),Other freeways and expressways,Less than 60,3044.833
Wyoming,Urban (miles),Minor Arterial,More than 220,21.68166
Wisconsin,Urban (miles),Minor Arterial,More than 220,25.49165
West Virginia,Urban (miles),Minor Arterial,More than 220,112.00454
Washington,Urban (miles),Minor Arterial,More than 220,491.22109
Virginia,Urban (miles),Minor Arterial,More than 220,97.83582
Vermont,Urban (miles),Minor Arterial,More than 220,12.99776
Utah,Urban (miles),Minor Arterial,More than 220,122.41789
Texas,Urban (miles),Minor Arterial,More than 220,2190.86903
Tennessee,Urban (miles),Minor Arterial,More than 220,10.3906
South Dakota,Urban (miles),Minor Arterial,More than 220,54.09014
South Carolina,Urban (miles),Minor Arterial,More than 220,137.13041
Rhode Island,Urban (miles),Minor Arterial,More than 220,84.0883
Pennsylvania,Urban (miles),Minor Arterial,More than 220,630.58186
Oregon,Urban (miles),Minor Arterial,More than 220,5.36251
Oklahoma,Urban (miles),Minor Arterial,More than 220,14.84115
Ohio,Urban (miles),Minor Arterial,More than 220,654.84558
North Dakota,Urban (miles),Minor Arterial,More than 220,69.99103
North Carolina,Urban (miles),Minor Arterial,More than 220,345.84967
New York,Urban (miles),Minor Arterial,More than 220,1259.01758
New Mexico,Urban (miles),Minor Arterial,More than 220,189.48727
New Jersey,Urban (miles),Minor Arterial,More than 220,716.02535
New Hampshire,Urban (miles),Minor Arterial,More than 220,80.47576
Nevada,Urban (miles),Minor Arterial,More than 220,98.06649
Nebraska,Urban (miles),Minor Arterial,More than 220,12.55225
Montana,Urban (miles),Minor Arterial,More than 220,58.92223
Missouri,Urban (miles),Minor Arterial,More than 220,469.2313
Mississippi,Urban (miles),Minor Arterial,More than 220,221.05443
Minnesota,Urban (miles),Minor Arterial,More than 220,215.97961
Michigan,Urban (miles),Minor Arterial,More than 220,992.45303
Massachusetts,Urban (miles),Minor Arterial,More than 220,152.08134
Maryland,Urban (miles),Minor Arterial,More than 220,288.04431
Maine,Urban (miles),Minor Arterial,More than 220,32.7
Louisiana,Urban (miles),Minor Arterial,More than 220,196.10687
Kentucky,Urban (miles),Minor Arterial,More than 220,87.61534
Kansas,Urban (miles),Minor Arterial,More than 220,252.76873
Iowa,Urban (miles),Minor Arterial,More than 220,0
Indiana,Urban (miles),Minor Arterial,More than 220,317.4079
Illinois,Urban (miles),Minor Arterial,More than 220,708.88893
Idaho,Urban (miles),Minor Arterial,More than 220,1.11971
Hawaii,Urban (miles),Minor Arterial,More than 220,56.764
Georgia,Urban (miles),Minor Arterial,More than 220,205.76314
Florida,Urban (miles),Minor Arterial,More than 220,241.34127
District of Columbia,Urban (miles),Minor Arterial,More than 220,131.89624
Delaware,Urban (miles),Minor Arterial,More than 220,22.48498
Connecticut,Urban (miles),Minor Arterial,More than 220,286.21369
Colorado,Urban (miles),Minor Arterial,More than 220,409.26487
California,Urban (miles),Minor Arterial,More than 220,355.33645
Arkansas,Urban (miles),Minor Arterial,More than 220,0.41336
Arizona,Urban (miles),Minor Arterial,More than 220,201.51327
Alaska,Urban (miles),Minor Arterial,More than 220,10.9719
Alabama,Urban (miles),Minor Arterial,More than 220,183.48809
United States,Urban (miles),Minor Arterial,More than 220,13941.02099
Wyoming,Urban (miles),Minor Arterial,171-220,9.6135
Wisconsin,Urban (miles),Minor Arterial,171-220,8.85188
West Virginia,Urban (miles),Minor Arterial,171-220,81.1528
Washington,Urban (miles),Minor Arterial,171-220,420.33071
Virginia,Urban (miles),Minor Arterial,171-220,227.26079
Vermont,Urban (miles),Minor Arterial,171-220,16.02545
Utah,Urban (miles),Minor Arterial,171-220,108.97587
Texas,Urban (miles),Minor Arterial,171-220,1452.82516
Tennessee,Urban (miles),Minor Arterial,171-220,4.55285
South Dakota,Urban (miles),Minor Arterial,171-220,148.3597
South Carolina,Urban (miles),Minor Arterial,171-220,231.01487
Rhode Island,Urban (miles),Minor Arterial,171-220,79.28554
Pennsylvania,Urban (miles),Minor Arterial,171-220,592.8755
Oregon,Urban (miles),Minor Arterial,171-220,32.15692
Oklahoma,Urban (miles),Minor Arterial,171-220,26.7547
Ohio,Urban (miles),Minor Arterial,171-220,473.96433
North Dakota,Urban (miles),Minor Arterial,171-220,56.96481
North Carolina,Urban (miles),Minor Arterial,171-220,378.33843
New York,Urban (miles),Minor Arterial,171-220,944.95322
New Mexico,Urban (miles),Minor Arterial,171-220,150.06633
New Jersey,Urban (miles),Minor Arterial,171-220,590.11183
New Hampshire,Urban (miles),Minor Arterial,171-220,57.50205
Nevada,Urban (miles),Minor Arterial,171-220,112.29061
Nebraska,Urban (miles),Minor Arterial,171-220,3.02281
Montana,Urban (miles),Minor Arterial,171-220,39.49525
Missouri,Urban (miles),Minor Arterial,171-220,412.37543
Mississippi,Urban (miles),Minor Arterial,171-220,184.7567
Minnesota,Urban (miles),Minor Arterial,171-220,250.22167
Michigan,Urban (miles),Minor Arterial,171-220,796.69045
Massachusetts,Urban (miles),Minor Arterial,171-220,142.09701
Maryland,Urban (miles),Minor Arterial,171-220,254.93313
Maine,Urban (miles),Minor Arterial,171-220,24.01
Louisiana,Urban (miles),Minor Arterial,171-220,189.09077
Kentucky,Urban (miles),Minor Arterial,171-220,123.51175
Kansas,Urban (miles),Minor Arterial,171-220,238.85275
Iowa,Urban (miles),Minor Arterial,171-220,0
Indiana,Urban (miles),Minor Arterial,171-220,447.24039
Illinois,Urban (miles),Minor Arterial,171-220,687.32308
Idaho,Urban (miles),Minor Arterial,171-220,5.23354
Hawaii,Urban (miles),Minor Arterial,171-220,33.91
Georgia,Urban (miles),Minor Arterial,171-220,388.31196
Florida,Urban (miles),Minor Arterial,171-220,329.63986
District of Columbia,Urban (miles),Minor Arterial,171-220,15.19381
Delaware,Urban (miles),Minor Arterial,171-220,23.85635
Connecticut,Urban (miles),Minor Arterial,171-220,310.92759
Colorado,Urban (miles),Minor Arterial,171-220,407.50541
California,Urban (miles),Minor Arterial,171-220,319.55315
Arkansas,Urban (miles),Minor Arterial,171-220,4.03542
Arizona,Urban (miles),Minor Arterial,171-220,416.12041
Alaska,Urban (miles),Minor Arterial,171-220,15.69793
Alabama,Urban (miles),Minor Arterial,171-220,171.27477
United States,Urban (miles),Minor Arterial,171-220,12538.73791
Wyoming,Urban (miles),Minor Arterial,95-170,32.33134
Wisconsin,Urban (miles),Minor Arterial,95-170,19.52378
West Virginia,Urban (miles),Minor Arterial,95-170,338.87822
Washington,Urban (miles),Minor Arterial,95-170,1233.10554
Virginia,Urban (miles),Minor Arterial,95-170,749.30746
Vermont,Urban (miles),Minor Arterial,95-170,54.04252
Utah,Urban (miles),Minor Arterial,95-170,311.90607
Texas,Urban (miles),Minor Arterial,95-170,2969.1915
Tennessee,Urban (miles),Minor Arterial,95-170,20.31799
South Dakota,Urban (miles),Minor Arterial,95-170,196.83939
South Carolina,Urban (miles),Minor Arterial,95-170,901.57114
Rhode Island,Urban (miles),Minor Arterial,95-170,138.8142
Pennsylvania,Urban (miles),Minor Arterial,95-170,1740.90533
Oregon,Urban (miles),Minor Arterial,95-170,66.50174
Oklahoma,Urban (miles),Minor Arterial,95-170,97.38228
Ohio,Urban (miles),Minor Arterial,95-170,1499.43978
North Dakota,Urban (miles),Minor Arterial,95-170,123.48871
North Carolina,Urban (miles),Minor Arterial,95-170,1799.23183
New York,Urban (miles),Minor Arterial,95-170,2202.26513
New Mexico,Urban (miles),Minor Arterial,95-170,293.09402
New Jersey,Urban (miles),Minor Arterial,95-170,686.96513
New Hampshire,Urban (miles),Minor Arterial,95-170,189.8755
Nevada,Urban (miles),Minor Arterial,95-170,379.55942
Nebraska,Urban (miles),Minor Arterial,95-170,16.77423
Montana,Urban (miles),Minor Arterial,95-170,107.55706
Missouri,Urban (miles),Minor Arterial,95-170,925.74163
Mississippi,Urban (miles),Minor Arterial,95-170,443.29398
Minnesota,Urban (miles),Minor Arterial,95-170,798.06269
Michigan,Urban (miles),Minor Arterial,95-170,1972.72296
Massachusetts,Urban (miles),Minor Arterial,95-170,497.63121
Maryland,Urban (miles),Minor Arterial,95-170,679.02213
Maine,Urban (miles),Minor Arterial,95-170,99.071
Louisiana,Urban (miles),Minor Arterial,95-170,562.25291
Kentucky,Urban (miles),Minor Arterial,95-170,657.09704
Kansas,Urban (miles),Minor Arterial,95-170,573.34692
Iowa,Urban (miles),Minor Arterial,95-170,0.30492
Indiana,Urban (miles),Minor Arterial,95-170,1335.97055
Illinois,Urban (miles),Minor Arterial,95-170,1811.53534
Idaho,Urban (miles),Minor Arterial,95-170,21.60901
Hawaii,Urban (miles),Minor Arterial,95-170,68.802
Georgia,Urban (miles),Minor Arterial,95-170,2131.66654
Florida,Urban (miles),Minor Arterial,95-170,1587.80103
District of Columbia,Urban (miles),Minor Arterial,95-170,5.59548
Delaware,Urban (miles),Minor Arterial,95-170,88.72251
Connecticut,Urban (miles),Minor Arterial,95-170,823.19962
Colorado,Urban (miles),Minor Arterial,95-170,742.37562
California,Urban (miles),Minor Arterial,95-170,1081.40404
Arkansas,Urban (miles),Minor Arterial,95-170,10.05635
Arizona,Urban (miles),Minor Arterial,95-170,1349.90355
Alaska,Urban (miles),Minor Arterial,95-170,68.78209
Alabama,Urban (miles),Minor Arterial,95-170,862.32055
United States,Urban (miles),Minor Arterial,95-170,35422.97688
Wyoming,Urban (miles),Minor Arterial,60-94,36.57966
Wisconsin,Urban (miles),Minor Arterial,60-94,0.29456
West Virginia,Urban (miles),Minor Arterial,60-94,149.44826
Washington,Urban (miles),Minor Arterial,60-94,447.7896
Virginia,Urban (miles),Minor Arterial,60-94,269.74859
Vermont,Urban (miles),Minor Arterial,60-94,55.3419
Utah,Urban (miles),Minor Arterial,60-94,112.57783
Texas,Urban (miles),Minor Arterial,60-94,1131.40598
Tennessee,Urban (miles),Minor Arterial,60-94,37.26765
South Dakota,Urban (miles),Minor Arterial,60-94,22.11132
South Carolina,Urban (miles),Minor Arterial,60-94,335.31876
Rhode Island,Urban (miles),Minor Arterial,60-94,25.13399
Pennsylvania,Urban (miles),Minor Arterial,60-94,708.35703
Oregon,Urban (miles),Minor Arterial,60-94,58.70879
Oklahoma,Urban (miles),Minor Arterial,60-94,44.0105
Ohio,Urban (miles),Minor Arterial,60-94,1028.34899
North Dakota,Urban (miles),Minor Arterial,60-94,34.92555
North Carolina,Urban (miles),Minor Arterial,60-94,796.67671
New York,Urban (miles),Minor Arterial,60-94,933.89749
New Mexico,Urban (miles),Minor Arterial,60-94,72.08925
New Jersey,Urban (miles),Minor Arterial,60-94,147.10669
New Hampshire,Urban (miles),Minor Arterial,60-94,126.36233
Nevada,Urban (miles),Minor Arterial,60-94,210.22224
Nebraska,Urban (miles),Minor Arterial,60-94,3.0421
Montana,Urban (miles),Minor Arterial,60-94,69.47967
Missouri,Urban (miles),Minor Arterial,60-94,265.77903
Mississippi,Urban (miles),Minor Arterial,60-94,191.88561
Minnesota,Urban (miles),Minor Arterial,60-94,886.59347
Michigan,Urban (miles),Minor Arterial,60-94,800.74214
Massachusetts,Urban (miles),Minor Arterial,60-94,190.59245
Maryland,Urban (miles),Minor Arterial,60-94,263.43436
Maine,Urban (miles),Minor Arterial,60-94,68.763
Louisiana,Urban (miles),Minor Arterial,60-94,208.60277
Kentucky,Urban (miles),Minor Arterial,60-94,325.72638
Kansas,Urban (miles),Minor Arterial,60-94,168.14293
Iowa,Urban (miles),Minor Arterial,60-94,0
Indiana,Urban (miles),Minor Arterial,60-94,729.26101
Illinois,Urban (miles),Minor Arterial,60-94,760.17171
Idaho,Urban (miles),Minor Arterial,60-94,17.6745
Hawaii,Urban (miles),Minor Arterial,60-94,28.873
Georgia,Urban (miles),Minor Arterial,60-94,1559.8795
Florida,Urban (miles),Minor Arterial,60-94,1390.15929
District of Columbia,Urban (miles),Minor Arterial,60-94,0
Delaware,Urban (miles),Minor Arterial,60-94,59.64249
Connecticut,Urban (miles),Minor Arterial,60-94,234.84544
Colorado,Urban (miles),Minor Arterial,60-94,217.83874
California,Urban (miles),Minor Arterial,60-94,528.80312
Arkansas,Urban (miles),Minor Arterial,60-94,4.90335
Arizona,Urban (miles),Minor Arterial,60-94,375.35805
Alaska,Urban (miles),Minor Arterial,60-94,68.86234
Alabama,Urban (miles),Minor Arterial,60-94,699.10167
United States,Urban (miles),Minor Arterial,60-94,16902.48588
Wyoming,Urban (miles),Minor Arterial,Less than 60,10.55833
Wisconsin,Urban (miles),Minor Arterial,Less than 60,1.35258
West Virginia,Urban (miles),Minor Arterial,Less than 60,15.05693
Washington,Urban (miles),Minor Arterial,Less than 60,38.84509
Virginia,Urban (miles),Minor Arterial,Less than 60,9.94596
Vermont,Urban (miles),Minor Arterial,Less than 60,6.4035
Utah,Urban (miles),Minor Arterial,Less than 60,13.93837
Texas,Urban (miles),Minor Arterial,Less than 60,224.82768
Tennessee,Urban (miles),Minor Arterial,Less than 60,13.40785
South Dakota,Urban (miles),Minor Arterial,Less than 60,1.9009
South Carolina,Urban (miles),Minor Arterial,Less than 60,50.70691
Rhode Island,Urban (miles),Minor Arterial,Less than 60,0.6447
Pennsylvania,Urban (miles),Minor Arterial,Less than 60,136.64702
Oregon,Urban (miles),Minor Arterial,Less than 60,4.56422
Oklahoma,Urban (miles),Minor Arterial,Less than 60,45.64565
Ohio,Urban (miles),Minor Arterial,Less than 60,231.66509
North Dakota,Urban (miles),Minor Arterial,Less than 60,7.076
North Carolina,Urban (miles),Minor Arterial,Less than 60,30.37313
New York,Urban (miles),Minor Arterial,Less than 60,83.69455
New Mexico,Urban (miles),Minor Arterial,Less than 60,5.67002
New Jersey,Urban (miles),Minor Arterial,Less than 60,85.11716
New Hampshire,Urban (miles),Minor Arterial,Less than 60,32.15335
Nevada,Urban (miles),Minor Arterial,Less than 60,91.25858
Nebraska,Urban (miles),Minor Arterial,Less than 60,14.7161
Montana,Urban (miles),Minor Arterial,Less than 60,15.92706
Missouri,Urban (miles),Minor Arterial,Less than 60,47.94561
Mississippi,Urban (miles),Minor Arterial,Less than 60,50.79057
Minnesota,Urban (miles),Minor Arterial,Less than 60,370.74885
Michigan,Urban (miles),Minor Arterial,Less than 60,148.6373
Massachusetts,Urban (miles),Minor Arterial,Less than 60,9.15453
Maryland,Urban (miles),Minor Arterial,Less than 60,78.87453
Maine,Urban (miles),Minor Arterial,Less than 60,22.32
Louisiana,Urban (miles),Minor Arterial,Less than 60,20.26758
Kentucky,Urban (miles),Minor Arterial,Less than 60,83.15575
Kansas,Urban (miles),Minor Arterial,Less than 60,57.76579
Iowa,Urban (miles),Minor Arterial,Less than 60,0
Indiana,Urban (miles),Minor Arterial,Less than 60,170.76731
Illinois,Urban (miles),Minor Arterial,Less than 60,136.63035
Idaho,Urban (miles),Minor Arterial,Less than 60,5.92269
Hawaii,Urban (miles),Minor Arterial,Less than 60,3.9
Georgia,Urban (miles),Minor Arterial,Less than 60,519.10956
Florida,Urban (miles),Minor Arterial,Less than 60,343.67538
District of Columbia,Urban (miles),Minor Arterial,Less than 60,0
Delaware,Urban (miles),Minor Arterial,Less than 60,25.95949
Connecticut,Urban (miles),Minor Arterial,Less than 60,16.82915
Colorado,Urban (miles),Minor Arterial,Less than 60,27.95246
California,Urban (miles),Minor Arterial,Less than 60,133.75303
Arkansas,Urban (miles),Minor Arterial,Less than 60,0.664
Arizona,Urban (miles),Minor Arterial,Less than 60,86.45332
Alaska,Urban (miles),Minor Arterial,Less than 60,20.47172
Alabama,Urban (miles),Minor Arterial,Less than 60,279.55131
United States,Urban (miles),Minor Arterial,Less than 60,3833.39701
Wyoming,Urban (miles),Major and Minor Collector,More than 220,7.02658
Wisconsin,Urban (miles),Major and Minor Collector,More than 220,16.20754
West Virginia,Urban (miles),Major and Minor Collector,More than 220,339.37268
Washington,Urban (miles),Major and Minor Collector,More than 220,931.37111
Virginia,Urban (miles),Major and Minor Collector,More than 220,259.89464
Vermont,Urban (miles),Major and Minor Collector,More than 220,55.96888
Utah,Urban (miles),Major and Minor Collector,More than 220,552.35509
Texas,Urban (miles),Major and Minor Collector,More than 220,4807.36418
Tennessee,Urban (miles),Major and Minor Collector,More than 220,2.09496
South Dakota,Urban (miles),Major and Minor Collector,More than 220,87.51123
South Carolina,Urban (miles),Major and Minor Collector,More than 220,543.80381
Rhode Island,Urban (miles),Major and Minor Collector,More than 220,235.32179
Pennsylvania,Urban (miles),Major and Minor Collector,More than 220,1636.12829
Oregon,Urban (miles),Major and Minor Collector,More than 220,8.2437
Oklahoma,Urban (miles),Major and Minor Collector,More than 220,0.26635
Ohio,Urban (miles),Major and Minor Collector,More than 220,1313.36453
North Dakota,Urban (miles),Major and Minor Collector,More than 220,152.03944
North Carolina,Urban (miles),Major and Minor Collector,More than 220,478.8296
New York,Urban (miles),Major and Minor Collector,More than 220,1524.63527
New Mexico,Urban (miles),Major and Minor Collector,More than 220,362.52427
New Jersey,Urban (miles),Major and Minor Collector,More than 220,943.299
New Hampshire,Urban (miles),Major and Minor Collector,More than 220,143.92599
Nevada,Urban (miles),Major and Minor Collector,More than 220,245.11381
Nebraska,Urban (miles),Major and Minor Collector,More than 220,1.36479
Montana,Urban (miles),Major and Minor Collector,More than 220,199.03602
Missouri,Urban (miles),Major and Minor Collector,More than 220,1008.2599
Mississippi,Urban (miles),Major and Minor Collector,More than 220,587.7047
Minnesota,Urban (miles),Major and Minor Collector,More than 220,553.92738
Michigan,Urban (miles),Major and Minor Collector,More than 220,1018.74444
Massachusetts,Urban (miles),Major and Minor Collector,More than 220,0
Maryland,Urban (miles),Major and Minor Collector,More than 220,697.04885
Maine,Urban (miles),Major and Minor Collector,More than 220,96.682
Louisiana,Urban (miles),Major and Minor Collector,More than 220,738.87475
Kentucky,Urban (miles),Major and Minor Collector,More than 220,235.19857
Kansas,Urban (miles),Major and Minor Collector,More than 220,672.8017
Iowa,Urban (miles),Major and Minor Collector,More than 220,0
Indiana,Urban (miles),Major and Minor Collector,More than 220,790.2977
Illinois,Urban (miles),Major and Minor Collector,More than 220,1525.03002
Idaho,Urban (miles),Major and Minor Collector,More than 220,0.1
Hawaii,Urban (miles),Major and Minor Collector,More than 220,164.976
Georgia,Urban (miles),Major and Minor Collector,More than 220,298.23252
Florida,Urban (miles),Major and Minor Collector,More than 220,1036.56376
District of Columbia,Urban (miles),Major and Minor Collector,More than 220,135.33176
Delaware,Urban (miles),Major and Minor Collector,More than 220,69.85804
Connecticut,Urban (miles),Major and Minor Collector,More than 220,638.22453
Colorado,Urban (miles),Major and Minor Collector,More than 220,493.66122
California,Urban (miles),Major and Minor Collector,More than 220,3811.28539
Arkansas,Urban (miles),Major and Minor Collector,More than 220,0
Arizona,Urban (miles),Major and Minor Collector,More than 220,689.84112
Alaska,Urban (miles),Major and Minor Collector,More than 220,40.26645
Alabama,Urban (miles),Major and Minor Collector,More than 220,551.79894
United States,Urban (miles),Major and Minor Collector,More than 220,31087.51532
Wyoming,Urban (miles),Major and Minor Collector,171-220,4.94398
Wisconsin,Urban (miles),Major and Minor Collector,171-220,7.04256
West Virginia,Urban (miles),Major and Minor Collector,171-220,161.37556
Washington,Urban (miles),Major and Minor Collector,171-220,631.90867
Virginia,Urban (miles),Major and Minor Collector,171-220,403.56047
Vermont,Urban (miles),Major and Minor Collector,171-220,35.93343
Utah,Urban (miles),Major and Minor Collector,171-220,403.99112
Texas,Urban (miles),Major and Minor Collector,171-220,3055.88919
Tennessee,Urban (miles),Major and Minor Collector,171-220,0.29275
South Dakota,Urban (miles),Major and Minor Collector,171-220,119.94538
South Carolina,Urban (miles),Major and Minor Collector,171-220,535.08028
Rhode Island,Urban (miles),Major and Minor Collector,171-220,135.08293
Pennsylvania,Urban (miles),Major and Minor Collector,171-220,1313.85758
Oregon,Urban (miles),Major and Minor Collector,171-220,7.35501
Oklahoma,Urban (miles),Major and Minor Collector,171-220,1.48498
Ohio,Urban (miles),Major and Minor Collector,171-220,804.12068
North Dakota,Urban (miles),Major and Minor Collector,171-220,59.91823
North Carolina,Urban (miles),Major and Minor Collector,171-220,602.11054
New York,Urban (miles),Major and Minor Collector,171-220,1162.47663
New Mexico,Urban (miles),Major and Minor Collector,171-220,188.23546
New Jersey,Urban (miles),Major and Minor Collector,171-220,519.52607
New Hampshire,Urban (miles),Major and Minor Collector,171-220,78.69851
Nevada,Urban (miles),Major and Minor Collector,171-220,232.55073
Nebraska,Urban (miles),Major and Minor Collector,171-220,1.4401
Montana,Urban (miles),Major and Minor Collector,171-220,96.35712
