State,Class,System,International Roughness Index,Value
Kansas,Rural (miles),Other freeways and expressways,195-220,0.7
Iowa,Rural (miles),Other freeways and expressways,195-220,0
Indiana,Rural (miles),Other freeways and expressways,195-220,0.839
Illinois,Rural (miles),Other freeways and expressways,195-220,0.94
Idaho,Rural (miles),Other freeways and expressways,195-220,0.195
Hawaii,Rural (miles),Other freeways and expressways,195-220,0
Georgia,Rural (miles),Other freeways and expressways,195-220,0
Florida,Rural (miles),Other freeways and expressways,195-220,0.6
District of Columbia,Rural (miles),Other freeways and expressways,195-220,0
Delaware,Rural (miles),Other freeways and expressways,195-220,0.52
Connecticut,Rural (miles),Other freeways and expressways,195-220,0.4
Colorado,Rural (miles),Other freeways and expressways,195-220,0.1
California,Rural (miles),Other freeways and expressways,195-220,4.9
Arkansas,Rural (miles),Other freeways and expressways,195-220,1.2
Arizona,Rural (miles),Other freeways and expressways,195-220,0
Alaska,Rural (miles),Other freeways and expressways,195-220,0
Alabama,Rural (miles),Other freeways and expressways,195-220,0
United States,Rural (miles),Other freeways and expressways,195-220,44.932
Wyoming,Rural (miles),Other freeways and expressways,171-194,0
Wisconsin,Rural (miles),Other freeways and expressways,171-194,6.85
West Virginia,Rural (miles),Other freeways and expressways,171-194,0
Washington,Rural (miles),Other freeways and expressways,171-194,15.89
Virginia,Rural (miles),Other freeways and expressways,171-194,0.201
Vermont,Rural (miles),Other freeways and expressways,171-194,0
Utah,Rural (miles),Other freeways and expressways,171-194,0.347
Texas,Rural (miles),Other freeways and expressways,171-194,0.4
Tennessee,Rural (miles),Other freeways and expressways,171-194,0
South Dakota,Rural (miles),Other freeways and expressways,171-194,1.697
South Carolina,Rural (miles),Other freeways and expressways,171-194,1.21
Rhode Island,Rural (miles),Other freeways and expressways,171-194,0
Pennsylvania,Rural (miles),Other freeways and expressways,171-194,7.577
Oregon,Rural (miles),Other freeways and expressways,171-194,0
Oklahoma,Rural (miles),Other freeways and expressways,171-194,0
Ohio,Rural (miles),Other freeways and expressways,171-194,2.518
North Dakota,Rural (miles),Other freeways and expressways,171-194,0
North Carolina,Rural (miles),Other freeways and expressways,171-194,2.677
New York,Rural (miles),Other freeways and expressways,171-194,4.63
New Mexico,Rural (miles),Other freeways and expressways,171-194,0
New Jersey,Rural (miles),Other freeways and expressways,171-194,0.2
New Hampshire,Rural (miles),Other freeways and expressways,171-194,0
Nevada,Rural (miles),Other freeways and expressways,171-194,0
Nebraska,Rural (miles),Other freeways and expressways,171-194,8.56
Montana,Rural (miles),Other freeways and expressways,171-194,0
Missouri,Rural (miles),Other freeways and expressways,171-194,3.607
Mississippi,Rural (miles),Other freeways and expressways,171-194,0
Minnesota,Rural (miles),Other freeways and expressways,171-194,0.4
Michigan,Rural (miles),Other freeways and expressways,171-194,4.076
Massachusetts,Rural (miles),Other freeways and expressways,171-194,0.1
Maryland,Rural (miles),Other freeways and expressways,171-194,0.132
Maine,Rural (miles),Other freeways and expressways,171-194,0.2
Louisiana,Rural (miles),Other freeways and expressways,171-194,1.741
Kentucky,Rural (miles),Other freeways and expressways,171-194,1.984
Kansas,Rural (miles),Other freeways and expressways,171-194,2.401
Iowa,Rural (miles),Other freeways and expressways,171-194,0
Indiana,Rural (miles),Other freeways and expressways,171-194,2.22
Illinois,Rural (miles),Other freeways and expressways,171-194,1.35
Idaho,Rural (miles),Other freeways and expressways,171-194,0.224
Hawaii,Rural (miles),Other freeways and expressways,171-194,0
Georgia,Rural (miles),Other freeways and expressways,171-194,0
Florida,Rural (miles),Other freeways and expressways,171-194,0.2
District of Columbia,Rural (miles),Other freeways and expressways,171-194,0
Delaware,Rural (miles),Other freeways and expressways,171-194,0.4
Connecticut,Rural (miles),Other freeways and expressways,171-194,0.3
Colorado,Rural (miles),Other freeways and expressways,171-194,0.356
California,Rural (miles),Other freeways and expressways,171-194,7.892
Arkansas,Rural (miles),Other freeways and expressways,171-194,3.902
Arizona,Rural (miles),Other freeways and expressways,171-194,0.4
Alaska,Rural (miles),Other freeways and expressways,171-194,0
Alabama,Rural (miles),Other freeways and expressways,171-194,0
United States,Rural (miles),Other freeways and expressways,171-194,84.642
Wyoming,Rural (miles),Other freeways and expressways,145-170,0
Wisconsin,Rural (miles),Other freeways and expressways,145-170,12.7
West Virginia,Rural (miles),Other freeways and expressways,145-170,0.118
Washington,Rural (miles),Other freeways and expressways,145-170,20.38
Virginia,Rural (miles),Other freeways and expressways,145-170,0.672
Vermont,Rural (miles),Other freeways and expressways,145-170,0
Utah,Rural (miles),Other freeways and expressways,145-170,0.5
Texas,Rural (miles),Other freeways and expressways,145-170,2.464
Tennessee,Rural (miles),Other freeways and expressways,145-170,0
South Dakota,Rural (miles),Other freeways and expressways,145-170,5.534
South Carolina,Rural (miles),Other freeways and expressways,145-170,0.9
Rhode Island,Rural (miles),Other freeways and expressways,145-170,0.1
Pennsylvania,Rural (miles),Other freeways and expressways,145-170,11.24
Oregon,Rural (miles),Other freeways and expressways,145-170,0
Oklahoma,Rural (miles),Other freeways and expressways,145-170,0
Ohio,Rural (miles),Other freeways and expressways,145-170,8.521
North Dakota,Rural (miles),Other freeways and expressways,145-170,0
North Carolina,Rural (miles),Other freeways and expressways,145-170,4.518
New York,Rural (miles),Other freeways and expressways,145-170,12.2
New Mexico,Rural (miles),Other freeways and expressways,145-170,0
New Jersey,Rural (miles),Other freeways and expressways,145-170,0.5
New Hampshire,Rural (miles),Other freeways and expressways,145-170,0
Nevada,Rural (miles),Other freeways and expressways,145-170,0
Nebraska,Rural (miles),Other freeways and expressways,145-170,15.901
Montana,Rural (miles),Other freeways and expressways,145-170,0
Missouri,Rural (miles),Other freeways and expressways,145-170,9.194
Mississippi,Rural (miles),Other freeways and expressways,145-170,0
Minnesota,Rural (miles),Other freeways and expressways,145-170,0.715
Michigan,Rural (miles),Other freeways and expressways,145-170,5.489
Massachusetts,Rural (miles),Other freeways and expressways,145-170,0
Maryland,Rural (miles),Other freeways and expressways,145-170,0.408
Maine,Rural (miles),Other freeways and expressways,145-170,0.4
Louisiana,Rural (miles),Other freeways and expressways,145-170,2.54
Kentucky,Rural (miles),Other freeways and expressways,145-170,3.783
Kansas,Rural (miles),Other freeways and expressways,145-170,5.193
Iowa,Rural (miles),Other freeways and expressways,145-170,0
Indiana,Rural (miles),Other freeways and expressways,145-170,7.387
Illinois,Rural (miles),Other freeways and expressways,145-170,4.01
Idaho,Rural (miles),Other freeways and expressways,145-170,0.957
Hawaii,Rural (miles),Other freeways and expressways,145-170,0
Georgia,Rural (miles),Other freeways and expressways,145-170,0
Florida,Rural (miles),Other freeways and expressways,145-170,1.2
District of Columbia,Rural (miles),Other freeways and expressways,145-170,0
Delaware,Rural (miles),Other freeways and expressways,145-170,1.12
Connecticut,Rural (miles),Other freeways and expressways,145-170,0.39
Colorado,Rural (miles),Other freeways and expressways,145-170,0.996
California,Rural (miles),Other freeways and expressways,145-170,17.395
Arkansas,Rural (miles),Other freeways and expressways,145-170,7.4
Arizona,Rural (miles),Other freeways and expressways,145-170,0.2
Alaska,Rural (miles),Other freeways and expressways,145-170,0
Alabama,Rural (miles),Other freeways and expressways,145-170,0
United States,Rural (miles),Other freeways and expressways,145-170,165.025
Wyoming,Rural (miles),Other freeways and expressways,120-144,0
Wisconsin,Rural (miles),Other freeways and expressways,120-144,29.32
West Virginia,Rural (miles),Other freeways and expressways,120-144,0.03
Washington,Rural (miles),Other freeways and expressways,120-144,47.35
Virginia,Rural (miles),Other freeways and expressways,120-144,2.969
Vermont,Rural (miles),Other freeways and expressways,120-144,0.29
Utah,Rural (miles),Other freeways and expressways,120-144,1.6
Texas,Rural (miles),Other freeways and expressways,120-144,4.466
Tennessee,Rural (miles),Other freeways and expressways,120-144,0.1
South Dakota,Rural (miles),Other freeways and expressways,120-144,14.126
South Carolina,Rural (miles),Other freeways and expressways,120-144,2.231
Rhode Island,Rural (miles),Other freeways and expressways,120-144,0.405
Pennsylvania,Rural (miles),Other freeways and expressways,120-144,17.917
Oregon,Rural (miles),Other freeways and expressways,120-144,0
Oklahoma,Rural (miles),Other freeways and expressways,120-144,0
Ohio,Rural (miles),Other freeways and expressways,120-144,21.064
North Dakota,Rural (miles),Other freeways and expressways,120-144,0
North Carolina,Rural (miles),Other freeways and expressways,120-144,9.261
New York,Rural (miles),Other freeways and expressways,120-144,22.15
New Mexico,Rural (miles),Other freeways and expressways,120-144,0
New Jersey,Rural (miles),Other freeways and expressways,120-144,1.65
New Hampshire,Rural (miles),Other freeways and expressways,120-144,0
Nevada,Rural (miles),Other freeways and expressways,120-144,0
Nebraska,Rural (miles),Other freeways and expressways,120-144,28.16
Montana,Rural (miles),Other freeways and expressways,120-144,0
Missouri,Rural (miles),Other freeways and expressways,120-144,26.067
Mississippi,Rural (miles),Other freeways and expressways,120-144,0
Minnesota,Rural (miles),Other freeways and expressways,120-144,1.308
Michigan,Rural (miles),Other freeways and expressways,120-144,6.156
Massachusetts,Rural (miles),Other freeways and expressways,120-144,0.26
Maryland,Rural (miles),Other freeways and expressways,120-144,0.371
Maine,Rural (miles),Other freeways and expressways,120-144,0.3
Louisiana,Rural (miles),Other freeways and expressways,120-144,5.5
Kentucky,Rural (miles),Other freeways and expressways,120-144,7.647
Kansas,Rural (miles),Other freeways and expressways,120-144,8.463
Iowa,Rural (miles),Other freeways and expressways,120-144,0
Indiana,Rural (miles),Other freeways and expressways,120-144,12.917
Illinois,Rural (miles),Other freeways and expressways,120-144,7.13
Idaho,Rural (miles),Other freeways and expressways,120-144,1.989
Hawaii,Rural (miles),Other freeways and expressways,120-144,0
Georgia,Rural (miles),Other freeways and expressways,120-144,0
Florida,Rural (miles),Other freeways and expressways,120-144,2.59
District of Columbia,Rural (miles),Other freeways and expressways,120-144,0
Delaware,Rural (miles),Other freeways and expressways,120-144,2.48
Connecticut,Rural (miles),Other freeways and expressways,120-144,1.77
Colorado,Rural (miles),Other freeways and expressways,120-144,4.181
California,Rural (miles),Other freeways and expressways,120-144,32.224
Arkansas,Rural (miles),Other freeways and expressways,120-144,12.78
Arizona,Rural (miles),Other freeways and expressways,120-144,1.2
Alaska,Rural (miles),Other freeways and expressways,120-144,0
Alabama,Rural (miles),Other freeways and expressways,120-144,0
United States,Rural (miles),Other freeways and expressways,120-144,338.422
Wyoming,Rural (miles),Other freeways and expressways,95-119,0
Wisconsin,Rural (miles),Other freeways and expressways,95-119,52.45
West Virginia,Rural (miles),Other freeways and expressways,95-119,0.1
Washington,Rural (miles),Other freeways and expressways,95-119,122.5
Virginia,Rural (miles),Other freeways and expressways,95-119,10.473
Vermont,Rural (miles),Other freeways and expressways,95-119,0.7
Utah,Rural (miles),Other freeways and expressways,95-119,2.4
Texas,Rural (miles),Other freeways and expressways,95-119,15.48
Tennessee,Rural (miles),Other freeways and expressways,95-119,0.447
South Dakota,Rural (miles),Other freeways and expressways,95-119,44.418
South Carolina,Rural (miles),Other freeways and expressways,95-119,3.255
Rhode Island,Rural (miles),Other freeways and expressways,95-119,0.6
Pennsylvania,Rural (miles),Other freeways and expressways,95-119,37.373
Oregon,Rural (miles),Other freeways and expressways,95-119,0
Oklahoma,Rural (miles),Other freeways and expressways,95-119,0
Ohio,Rural (miles),Other freeways and expressways,95-119,42.842
North Dakota,Rural (miles),Other freeways and expressways,95-119,0
North Carolina,Rural (miles),Other freeways and expressways,95-119,27.526
New York,Rural (miles),Other freeways and expressways,95-119,35.98
New Mexico,Rural (miles),Other freeways and expressways,95-119,0
New Jersey,Rural (miles),Other freeways and expressways,95-119,4.16
